"Text","Sentiment","SentimentConfidence","Date","Query"
"Me too. MT @MsNarcissistic As a die hard @Apple customer, I am truly displeased with the customer service I was given yesterday. #badservice","negative",1,"Tue Dec 02 19:19:36  2014","#AAPL OR @Apple"
"Chinese phone vendor claims Apple's iPhone 6 looks too similar $AAPL #aapl
http://t.co/tcrnEA6YjX","neutral",0.7411,"Tue Dec 02 19:19:53  2014","#AAPL OR @Apple"
"@SamJam Agreed--have to give props to @Apple for battery life on new iPhones. It's SO good. #TL_Chat","positive",1,"Tue Dec 02 19:20:00  2014","#AAPL OR @Apple"
"#Winter can be scary but you can stay safe #Winnipeg with our free @Apple app http://t.co/wYJVGqW6qT","neutral",1,"Tue Dec 02 19:20:11  2014","#AAPL OR @Apple"
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/0RzUiWcD9n","neutral",1,"Tue Dec 02 19:23:40  2014","#AAPL OR @Apple"
"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/0RzUiWcD9n","neutral",1,"Tue Dec 02 19:23:54  2014","#AAPL OR @Apple"
"@apple I hate the microphone shit on the imessage please take it the fuck off","negative",1,"Tue Dec 02 19:24:55  2014","#AAPL OR @Apple"
"A4: Sounds like I need to upgrade to the @Apple iPhone 6+. Although my spacious purse holds many items! @TommyHilfiger @StoreysTL #TL_Chat","neutral",0.5195,"Tue Dec 02 19:25:09  2014","#AAPL OR @Apple"
"#Apple Patents Method to Make #iPhones Fall Like a Cat #aapl http://t.co/ZrkJVUqK2E","neutral",1,"Tue Dec 02 19:26:22  2014","#AAPL OR @Apple"
"#AAPL:Apple Should Fight The New Court Case Over Steve Jobs' DRM Decision...http://t.co/Se3yRHrAv1","neutral",0.6578,"Tue Dec 02 19:30:03  2014","#AAPL OR @Apple"
"#Apple in the Dock: $1 Billion Antitrust Claim Casts #SteveJobs as Conspirator #aapl http://t.co/qZaTiTlR26","negative",1,"Tue Dec 02 19:30:15  2014","#AAPL OR @Apple"
"#Apple Bears Get Paid as Put Contracts Double Amid Drop #aapl http://t.co/rMBM5mg5EJ","neutral",0.6838,"Tue Dec 02 19:30:31  2014","#AAPL OR @Apple"
"@SJSpencee @Apple Hell yeah Steve, stick it to the man!","positive",0.7119,"Tue Dec 02 19:31:34  2014","#AAPL OR @Apple"
"Dear @Apple, I've been an Apple user for over 20 years and can't remember a bug like this current Safari on. #fixit! http://t.co/6AlSsd6igw","negative",1,"Tue Dec 02 19:32:12  2014","#AAPL OR @Apple"
"Dear @Apple.

Kindly fuck off with your .m4a format.

Regards,
Music Listeners Everywhere.","negative",1,"Tue Dec 02 19:33:13  2014","#AAPL OR @Apple"
"If @BlackBerry were like @Apple, 10.3.1 would have been released already. BB is not playing catch up, they have time to assure it's perfect.","neutral",0.339,"Tue Dec 02 19:33:41  2014","#AAPL OR @Apple"
"A6: Speaking of wearables! The new @Fitbit ChargeHR &amp; an @Apple iPhone 6. I want to eat latkes and run in place. #TL_Chat @TravlandLeisure","neutral",0.6578,"Tue Dec 02 19:33:45  2014","#AAPL OR @Apple"
"@LittleWordBites @Apple @TommyHilfiger Sounds like we'd travel well together then! #TL_Chat","neutral",0.6752,"Tue Dec 02 19:33:48  2014","#AAPL OR @Apple"
"@LittleWordBites @TravlandLeisure @Apple  &gt; A5: chipping in here- I am inspired by the iPhone 6+~ takes incredible photos! Pin sharp!","positive",1,"Tue Dec 02 19:34:52  2014","#AAPL OR @Apple"
"Was pleased to meet a fellow tweep at @apple #connectED event!  A fellow #tbcoach practitioner @wyokari it was great to meet IRL #txed","positive",0.665,"Tue Dec 02 19:35:16  2014","#AAPL OR @Apple"
"Our buddies @ArccosGolf are at eye level in the @apple store #startups @ctnext @StamfordiCenter #nice http://t.co/r3j9yZ5G8u","neutral",0.6851,"Tue Dec 02 19:38:41  2014","#AAPL OR @Apple"
"Apple Watch on Track for February 2015 Release, Testing Underway [Rumour]  $AAPL #aapl
http://t.co/vjOWVvDFx5","neutral",1,"Tue Dec 02 19:39:26  2014","#AAPL OR @Apple"
"@UberFacts i can think of 100 reasons not to if your on a 4s. Fuck @apple","negative",1,"Tue Dec 02 19:39:36  2014","#AAPL OR @Apple"
"RT @JPDesloges: Apple Watch on Track for February 2015 Release, Testing Underway [Rumour]  $AAPL #aapl
http://t.co/vjOWVvDFx5","neutral",1,"Tue Dec 02 19:40:00  2014","#AAPL OR @Apple"
"RT @ppropp: Our buddies @ArccosGolf are at eye level in the @apple store #startups @ctnext @StamfordiCenter #nice http://t.co/r3j9yZ5G8u","neutral",1,"Tue Dec 02 19:42:12  2014","#AAPL OR @Apple"
"@midnight Its unfollow unlike Tuesday? How many can you unlike #unfollow? #SocialCleanUpTuesday
Maybe @Charter or @Apple #AntiDrama @FoxNews","neutral",0.6823,"Tue Dec 02 19:47:38  2014","#AAPL OR @Apple"
"@TomAdler @shortyawards @Apple I agree.  'Get' does not explicitly imply free.","neutral",1,"Tue Dec 02 19:51:27  2014","#AAPL OR @Apple"
"@sometimesboring also wtf @apple i dont even live in kirkby","negative",1,"Tue Dec 02 19:52:28  2014","#AAPL OR @Apple"
"The #innovation sector has the largest multiplier effect when it comes to jobs! @Apple employs 13,000, while creating 70,000 indirect jobs!","positive",0.6672,"Tue Dec 02 20:00:12  2014","#AAPL OR @Apple"
"Morgan Stanley Sells Apple Inc., but AAPL Stock Still a Buy $AAPL #aapl
http://t.co/w6zGbxeEs0","neutral",1,"Tue Dec 02 20:00:44  2014","#AAPL OR @Apple"
"There's a movie in my iTunes Match / iCloud that I can't remove. Actually it's a trailer. Very annoying @Apple.","negative",1,"Tue Dec 02 20:00:56  2014","#AAPL OR @Apple"
"Silver finish: The #AppleWatch places second before it's even out http://t.co/lAEe2Uy4QD via @macworld #aapl","positive",0.7026,"Tue Dec 02 20:03:18  2014","#AAPL OR @Apple"
"Siri be on that bull shit telling me it's not gonna rain and shit da fuck I pay for her for @apple","negative",1,"Tue Dec 02 20:04:02  2014","#AAPL OR @Apple"
"@Apple Give me a job so I never have to suffer through Windows OS for personal nor work use","positive",0.4876,"Tue Dec 02 20:04:48  2014","#AAPL OR @Apple"
"#Nasdaq100 #recent #market #exit #4: Sold $AAPL long for a 10.49% #gain in 20 days. #AAPL #forex #trading #stocks","neutral",0.6781,"Tue Dec 02 20:05:07  2014","#AAPL OR @Apple"
".@Google Unseats @Apple In U.S. Classrooms As #Chromebooks Beat #iPads","negative",0.6544,"Tue Dec 02 20:05:21  2014","#AAPL OR @Apple"
"@macmall is the @united of shopping. you have paid, but you may or not receive your goods (or flight). @apple far better at #custserv","positive",0.7903,"Tue Dec 02 20:05:42  2014","#AAPL OR @Apple"
"waiting on my #iPod - Bubblews http://t.co/un1LzQKrL0 via @apple #apple","neutral",0.6751,"Tue Dec 02 20:08:40  2014","#AAPL OR @Apple"
"Changing words that aren't even misspelled like where do they REALLY do that at???? I would really like to know. @apple","negative",1,"Tue Dec 02 20:10:57  2014","#AAPL OR @Apple"
"Russia Could Ban #Apple Inc. iPhone For Lawmakers [REPORT] http://t.co/WrAI7vkuz2 #aapl","negative",0.6628,"Tue Dec 02 20:12:18  2014","#AAPL OR @Apple"
"There is a lot more that goes into building a brand.  You don't becom @apple just by picking a good name. @itsAventum_ @TheAphotic","neutral",0.6827,"Tue Dec 02 20:12:53  2014","#AAPL OR @Apple"
"#Apple Inc. Short Interest Down Significantly In November http://t.co/6ReutKybS2 #aapl","neutral",0.6538,"Tue Dec 02 20:15:40  2014","#AAPL OR @Apple"
"Don't worry @bentkraus. you can crash anything. Not even @Apple can stop you","neutral",0.6613,"Tue Dec 02 20:15:49  2014","#AAPL OR @Apple"
".@apple MacMail on OS X #Yosemite is really giving me a hard time. Is there an alternative email program out there? #YosemiteProblems","negative",1,"Tue Dec 02 20:18:47  2014","#AAPL OR @Apple"
"Russian lawmaker thinks the iPhone is stealing state secrets $AAPL #aapl
http://t.co/ixxTdEtliT","negative",0.6458,"Tue Dec 02 20:19:48  2014","#AAPL OR @Apple"
"APPLE - Fibonacci Technicals Levels - LAST Intraday  Update - $AAPL #aapl 
http://t.co/9tLzXOlfzG","neutral",1,"Tue Dec 02 20:21:48  2014","#AAPL OR @Apple"
"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - LAST Intraday  Update - $AAPL #aapl 
http://t.co/9tLzXOlfzG","neutral",1,"Tue Dec 02 20:22:22  2014","#AAPL OR @Apple"
"Autocorrect changes actual words to other words but when I spell an actual word wrong it doesn't correct it? Fuck yall niggas @apple","negative",1,"Tue Dec 02 20:27:21  2014","#AAPL OR @Apple"
"macbook love today @apple","positive",1,"Tue Dec 02 20:29:06  2014","#AAPL OR @Apple"
"@Jon_Favreau movie 'chef' so original &amp; well executed. Reminded me of the days Steve Jobs dreaming up @apple and then created the #iPhone","positive",1,"Tue Dec 02 20:34:09  2014","#AAPL OR @Apple"
"@Apple [#Apple] #Patents An #iPhone Drop Protection Mechanism That Changes Device .... (#Tuesday, 2 #December) http://t.co/W5X6P2CgAw","neutral",1,"Tue Dec 02 20:35:00  2014","#AAPL OR @Apple"
"APPLE Intraday Comments - LAST Update - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z","neutral",1,"Tue Dec 02 20:38:11  2014","#AAPL OR @Apple"
"What Happened To Apple Inc?   http://t.co/FJEXI3oP0U  #aapl #apple @MoneyPress http://t.co/wXKmmTMArW","neutral",1,"Tue Dec 02 20:38:28  2014","#AAPL OR @Apple"
"what the hell is this 5gbs of 'other' data on my phone @Apple?????????","negative",1,"Tue Dec 02 20:39:30  2014","#AAPL OR @Apple"
"if I tweet about NANDOS my phone puts it in caps, I like the iPhone six, it knows my favourite restaurant. good phone GG @apple","positive",1,"Tue Dec 02 20:44:29  2014","#AAPL OR @Apple"
"Apple:Dec 2 Trading Daily Profit $3.34/sh, Weekly Profits of $13.37/sh  #aapl #Stockaction #trading #Stocks #MKt  
http://t.co/ISJv7tZk0l","neutral",1,"Tue Dec 02 20:44:34  2014","#AAPL OR @Apple"
"Wells Fargo Continues Promoting Apple Pay With New Advertisement http://t.co/5XarM27WRi #AAPL","neutral",1,"Tue Dec 02 20:45:36  2014","#AAPL OR @Apple"
"Let's not forget that press effects stock @Apple to Defend Against iPod Antitrust Suit http://t.co/pqJ0bKIMb8","neutral",1,"Tue Dec 02 20:45:48  2014","#AAPL OR @Apple"
"FoxBusTV:  Is it time to start buying #Apple? | http://t.co/RmhvTdnPaY #aapl","neutral",0.6739,"Tue Dec 02 20:50:20  2014","#AAPL OR @Apple"
"How in the heck isn't there a taco emoji? @apple","neutral",1,"Tue Dec 02 20:50:34  2014","#AAPL OR @Apple"
"#AAPL:Steve Jobs emails featured in Apple iPod U.S. antitrust trial...http://t.co/KUKwAblVTp","negative",0.5193,"Tue Dec 02 21:00:03  2014","#AAPL OR @Apple"
"Trade $AAPL #FREE Nightly Updates are #posted here on #Twitter, or you can visit the #Trade #AAPL FREE #website here http://t.co/U4TKeApbxF","neutral",1,"Tue Dec 02 21:00:07  2014","#AAPL OR @Apple"
".@Sony named 'most-desired brand' during #BlackFriday &amp; #CyberMonday, beating #tech rival @Apple: http://t.co/4YN6pUtLKK via @TheDrum","negative",0.6552,"Tue Dec 02 21:00:20  2014","#AAPL OR @Apple"
"Strategic steps towards Full-Time #Trading http://t.co/JH7BMS1Kgb  #stocks #futures #forex #trader #es  #baba #aapl #gpro #fb #eem #eSignal","neutral",1,"Tue Dec 02 21:00:23  2014","#AAPL OR @Apple"
"Results of our' #Mobility PilotHouse program. @ATT  @Cisco @Apple see which had the most loyal customers. http://t.co/FAyv72N0xt","neutral",0.6543,"Tue Dec 02 21:03:30  2014","#AAPL OR @Apple"
"@optionmonster IMHO, #oil is going lower, no reason not to, no bottom here. Also, BTW #AAPL is going $200. @CNBCClosingBell #boldstatement","neutral",0.6734,"Tue Dec 02 21:05:08  2014","#AAPL OR @Apple"
"RT @NewsMintApp: #AAPL:Steve Jobs emails featured in Apple iPod U.S. antitrust trial...http://t.co/KUKwAblVTp","neutral",0.6739,"Tue Dec 02 21:06:29  2014","#AAPL OR @Apple"
"@Google Beating @Apple in U.S. Education Market Amid iPad Slowdown http://t.co/KTsLbYeNTa #neo","negative",0.6443,"Tue Dec 02 21:10:27  2014","#AAPL OR @Apple"
"@SonyUK see not even have the courtesy to reply as I said should have stayed with @apple much better customer service from them","positive",0.6804,"Tue Dec 02 21:11:28  2014","#AAPL OR @Apple"
"@TIME: Steve Jobs to testify in @Apple trial from beyond the grave http://t.co/pPab0v8hUn","negative",0.6884,"Tue Dec 02 21:16:54  2014","#AAPL OR @Apple"
"2 simple rules for young designers from legendary @Apple designer Susan Kare via @FastCoDesign http://t.co/NLzn2m5FjG","neutral",0.636,"Tue Dec 02 21:20:21  2014","#AAPL OR @Apple"
"sold to you on both counts RT @ualdrivr: @optionmonster IMHO, #oil is going lower,  no bottom here. Also, BTW #AAPL is going $200","neutral",0.6656,"Tue Dec 02 21:22:24  2014","#AAPL OR @Apple"
"5 Companies Growing Faster Than Apple Inc. http://t.co/QsoC8dir60 #AAPL","neutral",1,"Tue Dec 02 21:25:56  2014","#AAPL OR @Apple"
"#AAPL:Apple co-founder The Woz going into reality TV...http://t.co/N4TcQdV5MV","neutral",0.7177,"Tue Dec 02 21:30:04  2014","#AAPL OR @Apple"
"Apple Inc. price at close, December 02, 2014, is 114.63. #apple #AAPL","neutral",0.7039,"Tue Dec 02 21:31:23  2014","#AAPL OR @Apple"
"2/ At its announcement @samsung supporters criticized #AAPL for 'following' Samsung into the large screen game.","negative",0.6971,"Tue Dec 02 21:34:34  2014","#AAPL OR @Apple"
"We're out here taking Bluetooth calling to a whole new level where you at @Microsoft @Apple @BillGates http://t.co/YWVxCWwnww","neutral",0.7244,"Tue Dec 02 21:36:48  2014","#AAPL OR @Apple"
"3/ Looking at it now, especially with @samsung's declining sales, it looks more like #AAPL just decided it wanted Samsung's piece of the pie","neutral",0.6505,"Tue Dec 02 21:38:07  2014","#AAPL OR @Apple"
"Thank you @Apple for fixing the #Swift sourcekit crashes in #XCode :). Life is better now! http://t.co/NbRWTTcZ35","positive",1,"Tue Dec 02 21:38:16  2014","#AAPL OR @Apple"
"Where da fuck is this middle finger emoji @apple so I can ignore my Niggaz shit talk wit a single sign","negative",0.4939,"Tue Dec 02 21:39:53  2014","#AAPL OR @Apple"
"So cool! Apple Patents iPhone Drop Protection Mechanism That Changes Device Angle In Freefall #aapl #AppleWatch http://t.co/Yck87DOCeQ","positive",0.6542,"Tue Dec 02 21:42:33  2014","#AAPL OR @Apple"
"Sign of utterly broken wifi driver: my @apple Air sitting on my lap I'm desperate enough to read my email on my Android phone","negative",1,"Tue Dec 02 21:42:38  2014","#AAPL OR @Apple"
"@Apple @ibmbizanalytics MobileFirst enterprise collaboration online. Game changer? #doclens http://t.co/FsOvxCiit5 http://t.co/qwCUhsq57u","neutral",1,"Tue Dec 02 21:45:01  2014","#AAPL OR @Apple"
"Hands-On With Elgato Smart Power and Mophie Powerstation Plus External Batteries [iOS Blog] http://t.co/ixtMoOjRpI #AAPL","neutral",1,"Tue Dec 02 21:45:09  2014","#AAPL OR @Apple"
"#AAPL moving towards the #IoT and more connectivity in your everyday life. RT @businessinsider: THE FUTURE OF APPLE http://t.co/ZiKLflrHpm","positive",0.6613,"Tue Dec 02 21:45:19  2014","#AAPL OR @Apple"
"Who knows someone that works or has worked @apple in Cupertino? #bayarea #techies","neutral",1,"Tue Dec 02 21:47:01  2014","#AAPL OR @Apple"
"@Apple #ipad #innovation  let us maintain what we enjoyed when we were young http://t.co/Tpt3k2GBAS via @HuffPostTech http://t.co/Tpt3k2GBAS","positive",0.5104,"Tue Dec 02 21:50:42  2014","#AAPL OR @Apple"
"@renoxalex @Apple so sick @tacobell is petitioning for one","neutral",1,"Tue Dec 02 21:53:41  2014","#AAPL OR @Apple"
"@apple need to come out with new emojis. Perhaps one that is a @Raptors claw","neutral",0.6318,"Tue Dec 02 22:05:03  2014","#AAPL OR @Apple"
"Apple Releases Final Cut Pro 10.1.4 and Xcode 6.1.1 [Mac Blog] http://t.co/LjOSIwSpy7 #AAPL","neutral",1,"Tue Dec 02 22:05:36  2014","#AAPL OR @Apple"
"Apple Inc. iPhone 6 May Infringe On Chinese Company's Patent http://t.co/fcCrpUvyRi #AAPL","neutral",0.6841,"Tue Dec 02 22:05:44  2014","#AAPL OR @Apple"
"Apple Inc heads to trial over digital music claims http://t.co/ojTt06NJ5r #AAPL","neutral",1,"Tue Dec 02 22:05:45  2014","#AAPL OR @Apple"
"Chinese smartphone maker claims #Apple copied iPhone 6 design - http://t.co/iUzewX1JuE #AAPL #Android","negative",1,"Tue Dec 02 22:08:53  2014","#AAPL OR @Apple"
"contact @Apple RT @mrstiffanyanne anybody that sold an iPhone before? i have questions &amp; can't find them on Google!!!","neutral",1,"Tue Dec 02 22:09:04  2014","#AAPL OR @Apple"
"@apple goes red for aids awareness #ProductRED #fuckaids 
http://t.co/NVJbsh3duW
for every like i get this month a will donate a quarter","positive",0.6544,"Tue Dec 02 22:10:20  2014","#AAPL OR @Apple"
"WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple","neutral",1,"Tue Dec 02 22:13:40  2014","#AAPL OR @Apple"
"RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple","negative",0.68,"Tue Dec 02 22:14:30  2014","#AAPL OR @Apple"
"RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple","negative",1,"Tue Dec 02 22:16:34  2014","#AAPL OR @Apple"
"RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple","negative",1,"Tue Dec 02 22:17:50  2014","#AAPL OR @Apple"
"Is @apple the most searched for company and @google the most searched on platform?","neutral",1,"Tue Dec 02 22:18:11  2014","#AAPL OR @Apple"
"I love my #iphone6 @apple #MobilePhone http://t.co/5AJVSQXGDn http://t.co/kLwBBWIp0o","positive",1,"Tue Dec 02 22:21:03  2014","#AAPL OR @Apple"
"I'm learning all about Apple at @Influenster! @Apple http://t.co/CKyptDnrtg","neutral",1,"Tue Dec 02 22:23:40  2014","#AAPL OR @Apple"
"#AAPL:Is it time to start buying Apple?...http://t.co/5nulnjlbaG","neutral",1,"Tue Dec 02 22:30:03  2014","#AAPL OR @Apple"
"Apple Continues War on Notification Center Widgets, Asks 'Drafts' to Remove Note Creation Feature http://t.co/QJgIklUDVh #AAPL","neutral",0.6752,"Tue Dec 02 22:32:25  2014","#AAPL OR @Apple"
"I'm learning all about iPod Touch at @Influenster! @Apple http://t.co/TuI7LSgBJw","neutral",0.7011,"Tue Dec 02 22:43:52  2014","#AAPL OR @Apple"
"#Apple Inc. #AAPL News Analysis: Did Apple Inc (AAPL) CEO Steve Jobs Consider Himself Above The Law? http://t.co/ZF0v7k2N7H","negative",0.6772,"Tue Dec 02 22:44:02  2014","#AAPL OR @Apple"
"#VerrÌ_cktes #GerÌ_cht: #iPhone6s zum @Apple [#Apple] Watch. (#Tuesday, 2 #December) http://t.co/PGCaSLAnZa","neutral",1,"Tue Dec 02 22:50:32  2014","#AAPL OR @Apple"
"@Apple gets patent 2prevent cracked screens by rotating falling #iPhones  http://t.co/HncqAOrFKR via @mashable #bigdocc","neutral",0.6723,"Tue Dec 02 23:05:27  2014","#AAPL OR @Apple"
"RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple","negative",0.6812,"Tue Dec 02 23:10:52  2014","#AAPL OR @Apple"
"@GriffinNW @Apple @tacobell I love you @tacobell!","positive",1,"Tue Dec 02 23:13:16  2014","#AAPL OR @Apple"
"@Apple if I dismiss a call when it comes in, I did not 'miss' that call. Can't the notification accurately reflect my action?","negative",0.6189,"Tue Dec 02 23:14:23  2014","#AAPL OR @Apple"
"@jengolbeck @Apple agreed","neutral",0.6971,"Tue Dec 02 23:19:39  2014","#AAPL OR @Apple"
"IM SICK OF YOUR FUCKING SHIT @apple","negative",1,"Tue Dec 02 23:31:27  2014","#AAPL OR @Apple"
"@jengolbeck @Apple introducing iGlove, an Apple product allowing one to single-handedly operate an iPhone 6.","neutral",1,"Tue Dec 02 23:35:40  2014","#AAPL OR @Apple"
"@Apple sets its own timetable (rather than chasing the #competition) by focusing on #customerexperience  http://t.co/bfU8MSx7On #cx #cem","neutral",0.7408,"Tue Dec 02 23:38:07  2014","#AAPL OR @Apple"
"Today's Show On Demand features @LawyerPeteSchulte on #PoliceBodyCameras; @Apple opening in #Toledo, &amp; Hot 5 at 5! http://t.co/rKHubWeRjX","neutral",1,"Tue Dec 02 23:40:24  2014","#AAPL OR @Apple"
"#AAPL:One Thing Everyone Is Getting Wrong When It Comes To The Apple Televis...http://t.co/ELXD0efhIV","neutral",0.7689,"Tue Dec 02 23:45:03  2014","#AAPL OR @Apple"
"#AAPL: Steve Jobs to Be Star Witness in #Apple iPod Lawsuit: Steve Jobs e1294712990453 #AAPL: Steve Jobs to Be... http://t.co/4wdMnluzjK","neutral",0.7408,"Tue Dec 02 23:46:13  2014","#AAPL OR @Apple"
"Mozilla Planning to Release Firefox iOS App in the Future http://t.co/HbOYDOwDn8 #AAPL","neutral",0.6538,"Tue Dec 02 23:48:28  2014","#AAPL OR @Apple"
"@renoxalex @Apple or hang loose ???","neutral",1,"Tue Dec 02 23:49:04  2014","#AAPL OR @Apple"
"@Landonboyd93 @renoxalex @Apple wheres the lava lamp emoji?","neutral",0.6888,"Tue Dec 02 23:54:19  2014","#AAPL OR @Apple"
"Ok, @apple, @sprint if you're going to sell each other's stuff, provide each other with visibility into each other's order systems.","neutral",0.7136,"Wed Dec 03 00:03:25  2014","#AAPL OR @Apple"
"I had the Facebook app but my dumbass deleted it and now I can't redownload cause it says I need iOS7 suck my fucking ass @apple","negative",1,"Wed Dec 03 00:07:24  2014","#AAPL OR @Apple"
"#mkt Final #AAPL #PutCallRatios for Tuesday, December 2, 2014:  http://t.co/XXKx7FgtOU","neutral",0.6913,"Wed Dec 03 00:08:03  2014","#AAPL OR @Apple"
"Final #AAPL #PutCallRatios for Tuesday, December 2, 2014 http://t.co/OQfBuhpYMZ via Hamzei  $$","neutral",0.6618,"Wed Dec 03 00:08:04  2014","#AAPL OR @Apple"
"@DelenaNian4eva_ @Apple chill?","neutral",1,"Wed Dec 03 00:08:09  2014","#AAPL OR @Apple"
"RT @HamzeiAnalytics: New HA Blog Post &gt;&gt;&gt; Final #AAPL #PutCallRatios for Tuesday, December 2, 2014:  http://t.co/1dqxA6K4g8","neutral",0.6731,"Wed Dec 03 00:18:22  2014","#AAPL OR @Apple"
"Amazon (AMZN) Ecosystem: The Biggest Threat to #AAPL Stock: amzn Amazon (AMZN) Ecosystem: The Biggest Threat t... http://t.co/A0j0C8TbyW","neutral",0.6731,"Wed Dec 03 00:22:37  2014","#AAPL OR @Apple"
"@apple get cha shit together and fix my phone !!!","negative",1,"Wed Dec 03 00:24:29  2014","#AAPL OR @Apple"
"@TheWeldingRoom @Apple @Monster @redbull You need to try the Ultra Red Monster!","neutral",0.6722,"Wed Dec 03 00:25:44  2014","#AAPL OR @Apple"
"@caseypieper @TheWeldingRoom @Apple @Monster @redbull I heard Monster was the hebrew devil. lol","neutral",1,"Wed Dec 03 00:28:13  2014","#AAPL OR @Apple"
"@Shampeau @TheWeldingRoom @Apple @Monster @redbull No holds bar huh?","neutral",0.6679,"Wed Dec 03 00:29:13  2014","#AAPL OR @Apple"
"#AAPL:After-hours buzz: Apple, Bob Evans Farms &amp; more...http://t.co/PHVzSFanso","neutral",1,"Wed Dec 03 00:30:04  2014","#AAPL OR @Apple"
"@Shampeau @caseypieper @Apple @Monster @redbull 
Ultra Red? ok, I have some research to do... I've seen the coffee, white, blue","neutral",0.6587,"Wed Dec 03 00:30:30  2014","#AAPL OR @Apple"
"@iirwanks ICK YO @apple Autocorrect RUSE","negative",0.6678,"Wed Dec 03 00:34:02  2014","#AAPL OR @Apple"
"Ok I muted the groupchat but I still get notifications uhm @apple what the hell","negative",1,"Wed Dec 03 00:35:04  2014","#AAPL OR @Apple"
"@iambrozie @Apple Will it give me Edward Scissorhands length fingers? Because then I might be able to use this!","negative",1,"Wed Dec 03 00:35:39  2014","#AAPL OR @Apple"
"Sitting here waiting for more than half hour for my 'appt' @Apple , watching 'geniuses' talk crap about their customers in the open, nice...","negative",0.8493,"Wed Dec 03 00:38:09  2014","#AAPL OR @Apple"
"Loving my #carplay unit in my Honda Fit!  Works great.  I just hope more apps make it to CarPlay!  Come on @Apple!!","positive",0.651,"Wed Dec 03 00:39:22  2014","#AAPL OR @Apple"
"iPhones Of The Future Could Save Themselves When You Drop Them http://t.co/tiubfsLZgS #aapl #smhq","neutral",1,"Wed Dec 03 00:40:00  2014","#AAPL OR @Apple"
"It would be nice if I could type more than one sentence without my computer freezing up @Apple @Microsoft @Word @Internet @Everyone","negative",1,"Wed Dec 03 00:41:14  2014","#AAPL OR @Apple"
"Final #AAPL #PutCallRatios for Tuesday, December 2, 2014 http://t.co/g0NOwucGoG","neutral",0.6676,"Wed Dec 03 00:45:07  2014","#AAPL OR @Apple"
"@apple-dee-ap Early Signs of Liver Damage &amp; How to Strengthen Your Liver http://t.co/miSpGaBjaO","neutral",0.6658,"Wed Dec 03 00:49:41  2014","#AAPL OR @Apple"
"Yo @Apple wtf is wrong with you people? Make it easier to delete contacts already, gosh damn it!!!","negative",1,"Wed Dec 03 00:55:31  2014","#AAPL OR @Apple"
"@Apple why does the clock disappear in Siri? It's super annoying when you want to set an alarm and suddenly you can't see the time.","negative",0.7039,"Wed Dec 03 00:55:51  2014","#AAPL OR @Apple"
"Dear @Apple I would like an #iMac with touch screen more than a watch","neutral",1,"Wed Dec 03 01:01:05  2014","#AAPL OR @Apple"
"my dad called now my musics arent playing jesus christ @apple problematic","negative",1,"Wed Dec 03 01:04:08  2014","#AAPL OR @Apple"
"fuck you fuck you so much i hate you @apple","negative",1,"Wed Dec 03 01:09:34  2014","#AAPL OR @Apple"
"#AAPL:In emails, Jobs determined to keep iPod Apple-only...http://t.co/Ox0P6tIhrs","neutral",0.7244,"Wed Dec 03 01:15:04  2014","#AAPL OR @Apple"
"L.A. School District Officially Ends $1.3 Billion iPad Initiative in the Midst of an FBI Investigation http://t.co/ny9oaj6gXr #AAPL","negative",0.6774,"Wed Dec 03 01:16:06  2014","#AAPL OR @Apple"
"Will I become immune to bugs like @apple? @WomenOfHistory: You become like the 5 people you spend most of your time with. #choosewisely","neutral",1,"Wed Dec 03 01:16:45  2014","#AAPL OR @Apple"
"well imessage doesn't work thanks @apple","negative",1,"Wed Dec 03 01:18:42  2014","#AAPL OR @Apple"
"Next year my goal is to be #Apple free. Tired of their BS. @Apple @iTunesSupport","negative",1,"Wed Dec 03 01:22:33  2014","#AAPL OR @Apple"
"@jengolbeck @Apple Yep, the only jump I'd make from my 5 now is to 5S. At least good deals on 5S now with 6 out.","positive",0.5194,"Wed Dec 03 01:23:33  2014","#AAPL OR @Apple"
"@anneohirsch @Apple My 5S was great - just had a cracked screen &amp; a dying battery. I'm thinking about trading the 6 in for a new 5S :(","negative",0.7039,"Wed Dec 03 01:27:13  2014","#AAPL OR @Apple"
"@Apple patents active fall protection system that shifts iPhones in midair http://t.co/UmVw5NeoJC","neutral",0.7246,"Wed Dec 03 01:29:35  2014","#AAPL OR @Apple"
". @Apple is the Most Innovative Company of 2014 http://t.co/h4gqjPyluF via @TechCocktail #innovation","positive",0.8684,"Wed Dec 03 01:32:39  2014","#AAPL OR @Apple"
